cwe_id,name,type,score
191,Integer Underflow (Wrap or Wraparound),Base,0.7865800869963993
124,Buffer Underwrite ('Buffer Underflow'),Base,0.7744654766330892
680,Integer Overflow to Buffer Overflow,Compound,0.7520838850540053
131,Incorrect Calculation of Buffer Size,Base,0.7429635619234249
805,Buffer Access with Incorrect Length Value,Base,0.7381542139572016
197,Numeric Truncation Error,Base,0.7367453897768708
127,Buffer Under-read,Variant,0.7365997077561592
126,Buffer Over-read,Variant,0.7288054163557751
190,Integer Overflow or Wraparound,Base,0.7269319646710072
681,Incorrect Conversion between Numeric Types,Base,0.7232545492031537
