cwe_id,name,type,score
191,Integer Underflow (Wrap or Wraparound),Base,0.7859391890194751
131,Incorrect Calculation of Buffer Size,Base,0.7678046044423467
124,Buffer Underwrite ('Buffer Underflow'),Base,0.7655058050968444
805,Buffer Access with Incorrect Length Value,Base,0.7597385673845916
126,Buffer Over-read,Variant,0.7497873881406623
680,Integer Overflow to Buffer Overflow,Compound,0.749003403603133
193,Off-by-one Error,Base,0.7479697483538308
197,Numeric Truncation Error,Base,0.7462581194172436
681,Incorrect Conversion between Numeric Types,Base,0.7456666826504265
125,Out-of-bounds Read,Base,0.7435559359765157
