cwe_id,name,type,score
404,Improper Resource Shutdown or Release,Class,0.7624606071008135
668,Exposure of Resource to Wrong Sphere,Class,0.7612531632625309
667,Improper Locking,Class,0.7595578334795414
125,Out-of-bounds Read,Base,0.7537069195280532
226,Sensitive Information in Resource Not Removed Before Reuse,Base,0.7536365800200193
789,Memory Allocation with Excessive Size Value,Variant,0.7535652219064575
252,Unchecked Return Value,Base,0.7521949359007052
131,Incorrect Calculation of Buffer Size,Base,0.7521379803744965
274,Improper Handling of Insufficient Privileges,Base,0.7518783946529366
754,Improper Check for Unusual or Exceptional Conditions,Class,0.7506998814742292
