cwe_id,name,score,search_source
22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),11300.267782244104,unknown
23,Relative Path Traversal,10849.518509534433,unknown
79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),10715.780328146946,unknown
116,Improper Encoding or Escaping of Output,10505.652584213669,unknown
59,Improper Link Resolution Before File Access ('Link Following'),10498.699492559314,unknown
