cwe_id,name,score,search_source
1284,Improper Validation of Specified Quantity in Input,6769.88205401818,unknown
770,Allocation of Resources Without Limits or Throttling,6615.868692396,unknown
22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),6590.47515970636,unknown
789,Memory Allocation with Excessive Size Value,6581.277841978671,unknown
190,Integer Overflow or Wraparound,6526.5503699300325,unknown
