cwe_id,name,score,search_source
125,Out-of-bounds Read,6507.095278723266,base_query
190,Integer Overflow or Wraparound,6457.44796271322,base_query
1284,Improper Validation of Specified Quantity in Input,6373.257169968966,base_query
193,Off-by-one Error,6295.0946104338145,base_query
88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),6240.3478838320025,base_query
