cwe_id,name,score,search_source
667,Improper Locking,6186.237441865793,base_query
362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),6052.13611921699,base_query
367,Time-of-check Time-of-use (TOCTOU) Race Condition,6029.566703140512,base_query
1284,Improper Validation of Specified Quantity in Input,5953.4147665905675,base_query
770,Allocation of Resources Without Limits or Throttling,5933.499308023051,base_query
