cwe_id,name,score,search_source
434,Unrestricted Upload of File with Dangerous Type,5005.94778661488,unknown
23,Relative Path Traversal,4952.886056296712,unknown
22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),4938.477938306702,unknown
1289,Improper Validation of Unsafe Equivalence in Input,4817.541981436059,unknown
184,Incomplete List of Disallowed Inputs,4714.165129911504,unknown
