cwe_id,name,score,search_source
863,Incorrect Authorization,6001.5828315689905,unknown
285,Improper Authorization,5966.109023499861,unknown
639,Authorization Bypass Through User-Controlled Key,5798.879408041964,unknown
862,Missing Authorization,5557.716806381174,unknown
425,Direct Request ('Forced Browsing'),5548.956462579892,unknown
