CVE,In JSON,In Benchmark,JSON CWEs,Benchmark CWEs,Matched CWEs,Only in JSON,Only in Benchmark,Has Match,Exact Match,Precision,Recall,F1 Score
CVE-2022-26372,True,True,CWE-400,CWE-400,CWE-400,,,True,True,1.0,1.0,1.0
CVE-2022-2639,True,True,CWE-787;CWE-192,CWE-787;CWE-192,,CWE-787;CWE-192,CWE-192;CWE-787,False,False,0.0,0.0,0
CVE-2022-26390,True,True,CWE-312,CWE-312,CWE-312,,,True,True,1.0,1.0,1.0
CVE-2022-2640,True,True,CWE-326,CWE-326,CWE-326,,,True,True,1.0,1.0,1.0
CVE-2022-26413,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-26415,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-26423,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-26428,True,True,CWE-787;CWE-362,CWE-362;CWE-787,,CWE-787;CWE-362,CWE-362;CWE-787,False,False,0.0,0.0,0
CVE-2022-26429,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-26433,True,True,CWE-843;CWE-787,CWE-843;CWE-787,,CWE-843;CWE-787,CWE-843;CWE-787,False,False,0.0,0.0,0
CVE-2022-26437,True,True,CWE-787;CWE-908,CWE-787;CWE-908,,CWE-787;CWE-908,CWE-787;CWE-908,False,False,0.0,0.0,0
CVE-2022-26446,True,True,CWE-617;CWE-20,CWE-20;CWE-617,,CWE-617;CWE-20,CWE-20;CWE-617,False,False,0.0,0.0,0
CVE-2022-26447,True,True,CWE-787;CWE-20,CWE-20;CWE-787,,CWE-787;CWE-20,CWE-20;CWE-787,False,False,0.0,0.0,0
CVE-2022-26450,True,True,CWE-416;CWE-362,CWE-362;CWE-416,,CWE-416;CWE-362,CWE-362;CWE-416,False,False,0.0,0.0,0
CVE-2022-26451,True,True,CWE-416;CWE-667,CWE-667;CWE-416,,CWE-416;CWE-667,CWE-667;CWE-416,False,False,0.0,0.0,0
CVE-2022-26452,True,True,CWE-416;CWE-667,CWE-667;CWE-416,,CWE-416;CWE-667,CWE-667;CWE-416,False,False,0.0,0.0,0
CVE-2022-26459,True,True,CWE-190;CWE-125,CWE-125;CWE-190,,CWE-190;CWE-125,CWE-125;CWE-190,False,False,0.0,0.0,0
CVE-2022-26473,True,True,CWE-416;CWE-667,CWE-667;CWE-416,,CWE-416;CWE-667,CWE-667;CWE-416,False,False,0.0,0.0,0
CVE-2022-26474,True,True,CWE-787;CWE-131,CWE-131;CWE-787,,CWE-787;CWE-131,CWE-131;CWE-787,False,False,0.0,0.0,0
CVE-2022-26475,True,True,CWE-787;CWE-20,CWE-20;CWE-787,,CWE-787;CWE-20,CWE-20;CWE-787,False,False,0.0,0.0,0
CVE-2022-26476,True,True,CWE-798,CWE-798,CWE-798,,,True,True,1.0,1.0,1.0
CVE-2022-26477,True,True,CWE-834;CWE-606,CWE-834;CWE-606,,CWE-834;CWE-606,CWE-834;CWE-606,False,False,0.0,0.0,0
CVE-2022-26481,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-26482,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-26485,True,True,CWE-416,CWE-416,CWE-416,,,True,True,1.0,1.0,1.0
CVE-2022-26486,True,True,CWE-416,CWE-416,CWE-416,,,True,True,1.0,1.0,1.0
CVE-2022-26495,True,True,CWE-190;CWE-122,CWE-190;CWE-122,,CWE-190;CWE-122,CWE-190;CWE-122,False,False,0.0,0.0,0
CVE-2022-26501,True,True,CWE-306,CWE-306,CWE-306,,,True,True,1.0,1.0,1.0
CVE-2022-26504,True,True,CWE-1390,CWE-1390,CWE-1390,,,True,True,1.0,1.0,1.0
CVE-2022-26508,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-26526,True,True,CWE-732;CWE-427,CWE-427;CWE-732,,CWE-732;CWE-427,CWE-427;CWE-732,False,False,0.0,0.0,0
CVE-2022-26531,True,True,CWE-134;CWE-787;CWE-78;CWE-121;CWE-676,CWE-121;CWE-676;CWE-134;CWE-78;CWE-787,,CWE-134;CWE-787;CWE-78;CWE-121;CWE-676,CWE-121;CWE-676;CWE-134;CWE-78;CWE-787,False,False,0.0,0.0,0
CVE-2022-26532,True,True,CWE-78;CWE-88,CWE-88;CWE-78,,CWE-78;CWE-88,CWE-88;CWE-78,False,False,0.0,0.0,0
CVE-2022-26536,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-26546,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-26562,True,True,CWE-1390,CWE-1390,CWE-1390,,,True,True,1.0,1.0,1.0
CVE-2022-2657,True,True,CWE-862;CWE-352,CWE-352;CWE-862,,CWE-862;CWE-352,CWE-352;CWE-862,False,False,0.0,0.0,0
CVE-2022-26572,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-26580,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-26581,True,True,CWE-912;CWE-862,CWE-912;CWE-862,,CWE-912;CWE-862,CWE-912;CWE-862,False,False,0.0,0.0,0
CVE-2022-26582,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-26591,True,True,CWE-384,CWE-384,CWE-384,,,True,True,1.0,1.0,1.0
CVE-2022-2660,True,True,CWE-321,CWE-321,CWE-321,,,True,True,1.0,1.0,1.0
CVE-2022-2661,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-26612,True,True,CWE-61,CWE-61,CWE-61,,,True,True,1.0,1.0,1.0
CVE-2022-2662,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-2663,True,True,CWE-187;CWE-1025;CWE-923,CWE-923;CWE-1025;CWE-187,,CWE-187;CWE-1025;CWE-923,CWE-923;CWE-1025;CWE-187,False,False,0.0,0.0,0
CVE-2022-26635,True,True,CWE-170;CWE-93,CWE-93;CWE-170,,CWE-170;CWE-93,CWE-93;CWE-170,False,False,0.0,0.0,0
CVE-2022-2664,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-26650,True,True,CWE-1333,CWE-1333,CWE-1333,,,True,True,1.0,1.0,1.0
CVE-2022-26653,True,True,CWE-425,CWE-425,CWE-425,,,True,True,1.0,1.0,1.0
CVE-2022-26655,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-26660,True,True,CWE-321,CWE-321,CWE-321,,,True,True,1.0,1.0,1.0
CVE-2022-26670,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-26676,True,True,CWE-269,CWE-269,CWE-269,,,True,True,1.0,1.0,1.0
CVE-2022-26691,True,True,CWE-1390;CWE-187,CWE-1390;CWE-187,,CWE-1390;CWE-187,CWE-1390;CWE-187,False,False,0.0,0.0,0
CVE-2022-26700,True,True,CWE-787,CWE-787,CWE-787,,,True,True,1.0,1.0,1.0
CVE-2022-26703,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-26707,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-26716,True,True,CWE-787,CWE-787,CWE-787,,,True,True,1.0,1.0,1.0
CVE-2022-26719,True,True,CWE-787,CWE-787,CWE-787,,,True,True,1.0,1.0,1.0
CVE-2022-26723,True,True,CWE-787;CWE-20,CWE-20;CWE-787,,CWE-787;CWE-20,CWE-20;CWE-787,False,False,0.0,0.0,0
CVE-2022-26724,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-26730,True,True,CWE-787;CWE-20,CWE-20;CWE-787,,CWE-787;CWE-20,CWE-20;CWE-787,False,False,0.0,0.0,0
CVE-2022-2675,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-26762,True,True,CWE-787,CWE-787,CWE-787,,,True,True,1.0,1.0,1.0
CVE-2022-26763,True,True,CWE-119;CWE-20,CWE-20;CWE-119,,CWE-119;CWE-20,CWE-20;CWE-119,False,False,0.0,0.0,0
CVE-2022-26767,True,True,CWE-863,CWE-863,CWE-863,,,True,True,1.0,1.0,1.0
CVE-2022-26777,True,True,CWE-425,CWE-425,CWE-425,,,True,True,1.0,1.0,1.0
CVE-2022-26780,True,True,CWE-121;CWE-20,CWE-20;CWE-121,,CWE-121;CWE-20,CWE-20;CWE-121,False,False,0.0,0.0,0
CVE-2022-26781,True,True,CWE-121;CWE-20,CWE-20;CWE-121,,CWE-121;CWE-20,CWE-20;CWE-121,False,False,0.0,0.0,0
CVE-2022-26782,True,True,CWE-121;CWE-20,CWE-20;CWE-121,,CWE-121;CWE-20,CWE-20;CWE-121,False,False,0.0,0.0,0
CVE-2022-26833,True,True,CWE-306,CWE-306,CWE-306,,,True,True,1.0,1.0,1.0
CVE-2022-26834,True,True,CWE-923,CWE-923,CWE-923,,,True,True,1.0,1.0,1.0
CVE-2022-26837,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-26841,True,True,CWE-691,CWE-691,CWE-691,,,True,True,1.0,1.0,1.0
CVE-2022-26843,True,True,CWE-1007,CWE-1007,CWE-1007,,,True,True,1.0,1.0,1.0
CVE-2022-26844,True,True,CWE-522,CWE-522,CWE-522,,,True,True,1.0,1.0,1.0
CVE-2022-26845,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-26850,True,True,CWE-379,CWE-379,CWE-379,,,True,True,1.0,1.0,1.0
CVE-2022-26854,True,True,CWE-327,CWE-327,CWE-327,,,True,True,1.0,1.0,1.0
CVE-2022-26856,True,True,CWE-256,CWE-256,CWE-256,,,True,True,1.0,1.0,1.0
CVE-2022-26857,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-26858,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-26859,True,True,CWE-367,CWE-367,CWE-367,,,True,True,1.0,1.0,1.0
CVE-2022-26862,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-26863,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-26864,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-26865,True,True,CWE-288,CWE-288,CWE-288,,,True,True,1.0,1.0,1.0
CVE-2022-26868,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-26869,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2022-26870,True,True,CWE-288,CWE-288,CWE-288,,,True,True,1.0,1.0,1.0
CVE-2022-26871,True,True,CWE-345,CWE-345,CWE-345,,,True,True,1.0,1.0,1.0
CVE-2022-26878,True,True,CWE-401,CWE-401,CWE-401,,,True,True,1.0,1.0,1.0
CVE-2022-26889,True,True,CWE-22;CWE-20,CWE-20;CWE-22,,CWE-22;CWE-20,CWE-20;CWE-22,False,False,0.0,0.0,0
CVE-2022-26904,True,True,CWE-362,CWE-362,CWE-362,,,True,True,1.0,1.0,1.0
CVE-2022-26923,True,True,CWE-295,CWE-295,CWE-295,,,True,True,1.0,1.0,1.0
CVE-2022-26925,True,True,CWE-306,CWE-306,CWE-306,,,True,True,1.0,1.0,1.0
CVE-2022-26948,True,True,CWE-522,CWE-522,CWE-522,,,True,True,1.0,1.0,1.0
CVE-2022-26949,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-2696,True,True,CWE-862;CWE-358,CWE-862;CWE-358,,CWE-862;CWE-358,CWE-862;CWE-358,False,False,0.0,0.0,0
CVE-2022-26971,True,True,CWE-306,CWE-306,CWE-306,,,True,True,1.0,1.0,1.0
CVE-2022-26982,True,True,CWE-96,CWE-96,CWE-96,,,True,True,1.0,1.0,1.0
CVE-2022-26990,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-26991,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-26992,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-26993,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-26994,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-26995,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-26996,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-26997,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-26998,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-26999,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-27000,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-27001,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-27002,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-27003,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-27004,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-27005,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-27076,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-27077,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-27078,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-27079,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-27080,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-27081,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-27082,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-27083,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-2712,True,True,CWE-23,CWE-23,CWE-23,,,True,True,1.0,1.0,1.0
CVE-2022-27128,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-27170,True,True,CWE-693,CWE-693,CWE-693,,,True,True,1.0,1.0,1.0
CVE-2022-27172,True,True,CWE-259,CWE-259,CWE-259,,,True,True,1.0,1.0,1.0
CVE-2022-27176,True,True,CWE-791,CWE-791,CWE-791,,,True,True,1.0,1.0,1.0
CVE-2022-27179,True,True,CWE-522,CWE-522,CWE-522,,,True,True,1.0,1.0,1.0
CVE-2022-27181,True,True,CWE-400,CWE-400,CWE-400,,,True,True,1.0,1.0,1.0
CVE-2022-27182,True,True,CWE-400,CWE-400,CWE-400,,,True,True,1.0,1.0,1.0
CVE-2022-27192,True,True,CWE-532;CWE-522,CWE-522;CWE-532,,CWE-532;CWE-522,CWE-532;CWE-522,False,False,0.0,0.0,0
CVE-2022-27193,True,True,CWE-611,CWE-611,CWE-611,,,True,True,1.0,1.0,1.0
CVE-2022-27194,True,True,CWE-400,CWE-400,CWE-400,,,True,True,1.0,1.0,1.0
CVE-2022-27195,True,True,CWE-538,CWE-538,CWE-538,,,True,True,1.0,1.0,1.0
CVE-2022-27199,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-27205,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-27206,True,True,CWE-256,CWE-256,CWE-256,,,True,True,1.0,1.0,1.0
CVE-2022-27209,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-27211,True,True,CWE-862;CWE-863,CWE-863;CWE-862,,CWE-862;CWE-863,CWE-863;CWE-862,False,False,0.0,0.0,0
CVE-2022-27215,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-27216,True,True,CWE-256,CWE-256,CWE-256,,,True,True,1.0,1.0,1.0
CVE-2022-27217,True,True,CWE-256,CWE-256,CWE-256,,,True,True,1.0,1.0,1.0
CVE-2022-27218,True,True,CWE-522,CWE-522,CWE-522,,,True,True,1.0,1.0,1.0
CVE-2022-27221,True,True,CWE-203,CWE-203,CWE-203,,,True,True,1.0,1.0,1.0
CVE-2022-27225,True,True,CWE-614,CWE-614,CWE-614,,,True,True,1.0,1.0,1.0
CVE-2022-27226,True,True,CWE-352,CWE-352,CWE-352,,,True,True,1.0,1.0,1.0
CVE-2022-27228,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-27235,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-27241,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2022-27255,True,True,CWE-121;CWE-676;CWE-20,CWE-676;CWE-20;CWE-121,,CWE-121;CWE-676;CWE-20,CWE-676;CWE-20;CWE-121,False,False,0.0,0.0,0
CVE-2022-27268,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-27269,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-27270,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-27271,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-27272,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-27273,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-27274,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-27275,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-27276,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-2732,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-27332,True,True,CWE-306,CWE-306,CWE-306,,,True,True,1.0,1.0,1.0
CVE-2022-27373,True,True,CWE-78,CWE-78,CWE-78,,,True,True,1.0,1.0,1.0
CVE-2022-2739,True,True,CWE-526,CWE-526,CWE-526,,,True,True,1.0,1.0,1.0
CVE-2022-2741,True,True,CWE-400,CWE-400,CWE-400,,,True,True,1.0,1.0,1.0
CVE-2022-27411,True,True,CWE-790;CWE-78,CWE-790;CWE-78,,CWE-790;CWE-78,CWE-790;CWE-78,False,False,0.0,0.0,0
CVE-2022-2742,True,True,CWE-366;CWE-416,CWE-366;CWE-416,,CWE-366;CWE-416,CWE-366;CWE-416,False,False,0.0,0.0,0
CVE-2022-27421,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-27480,True,True,CWE-425,CWE-425,CWE-425,,,True,True,1.0,1.0,1.0
CVE-2022-27484,True,True,CWE-620,CWE-620,CWE-620,,,True,True,1.0,1.0,1.0
CVE-2022-27490,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2022-27491,True,True,CWE-940,CWE-940,CWE-940,,,True,True,1.0,1.0,1.0
CVE-2022-27499,True,True,CWE-826,CWE-826,CWE-826,,,True,True,1.0,1.0,1.0
CVE-2022-27507,True,True,CWE-400,CWE-400,CWE-400,,,True,True,1.0,1.0,1.0
CVE-2022-27508,True,True,CWE-400,CWE-400,CWE-400,,,True,True,1.0,1.0,1.0
CVE-2022-27510,True,True,CWE-288,CWE-288,CWE-288,,,True,True,1.0,1.0,1.0
CVE-2022-27511,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-27518,True,True,CWE-664,CWE-664,CWE-664,,,True,True,1.0,1.0,1.0
CVE-2022-2752,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-27523,True,True,CWE-126,CWE-126,CWE-126,,,True,True,1.0,1.0,1.0
CVE-2022-27544,True,True,CWE-522,CWE-522,CWE-522,,,True,True,1.0,1.0,1.0
CVE-2022-27548,True,True,CWE-256,CWE-256,CWE-256,,,True,True,1.0,1.0,1.0
CVE-2022-27549,True,True,CWE-312,CWE-312,CWE-312,,,True,True,1.0,1.0,1.0
CVE-2022-27551,True,True,CWE-863,CWE-863,CWE-863,,,True,True,1.0,1.0,1.0
CVE-2022-27560,True,True,CWE-522,CWE-522,CWE-522,,,True,True,1.0,1.0,1.0
CVE-2022-27567,True,True,CWE-787;CWE-476,CWE-787;CWE-476,,CWE-787;CWE-476,CWE-476;CWE-787,False,False,0.0,0.0,0
CVE-2022-2757,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-27573,True,True,CWE-787;CWE-20,CWE-20;CWE-787,,CWE-787;CWE-20,CWE-20;CWE-787,False,False,0.0,0.0,0
CVE-2022-27574,True,True,CWE-787;CWE-20,CWE-20;CWE-787,,CWE-787;CWE-20,CWE-20;CWE-787,False,False,0.0,0.0,0
CVE-2022-27575,True,True,CWE-863,CWE-863,CWE-863,,,True,True,1.0,1.0,1.0
CVE-2022-27576,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2022-2758,True,True,CWE-326,CWE-326,CWE-326,,,True,True,1.0,1.0,1.0
CVE-2022-27581,True,True,CWE-327,CWE-327,CWE-327,,,True,True,1.0,1.0,1.0
CVE-2022-27583,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-27588,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-27593,True,True,CWE-610,CWE-610,CWE-610,,,True,True,1.0,1.0,1.0
CVE-2022-27607,True,True,CWE-126,CWE-126,CWE-126,,,True,True,1.0,1.0,1.0
CVE-2022-27608,True,True,CWE-863,CWE-863,CWE-863,,,True,True,1.0,1.0,1.0
CVE-2022-27609,True,True,CWE-863,CWE-863,CWE-863,,,True,True,1.0,1.0,1.0
CVE-2022-27614,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2022-27624,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2022-27625,True,True,CWE-119,CWE-119,CWE-119,,,True,True,1.0,1.0,1.0
CVE-2022-27626,True,True,CWE-362,CWE-362,CWE-362,,,True,True,1.0,1.0,1.0
CVE-2022-27630,True,True,CWE-201;CWE-522,CWE-201;CWE-522,,CWE-201;CWE-522,CWE-201;CWE-522,False,False,0.0,0.0,0
CVE-2022-27633,True,True,CWE-201;CWE-522,CWE-201;CWE-522,,CWE-201;CWE-522,CWE-201;CWE-522,False,False,0.0,0.0,0
CVE-2022-27634,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-27639,True,True,CWE-459,CWE-459,CWE-459,,,True,True,1.0,1.0,1.0
CVE-2022-27640,True,True,CWE-400,CWE-400,CWE-400,,,True,True,1.0,1.0,1.0
CVE-2022-2765,True,True,CWE-306,CWE-306,CWE-306,,,True,True,1.0,1.0,1.0
CVE-2022-27654,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-27655,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-27658,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-27659,True,True,CWE-269,CWE-269,CWE-269,,,True,True,1.0,1.0,1.0
CVE-2022-27660,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-27661,True,True,CWE-285,CWE-285,CWE-285,,,True,True,1.0,1.0,1.0
CVE-2022-27667,True,True,CWE-200,CWE-200,CWE-200,,,True,True,1.0,1.0,1.0
CVE-2022-27668,True,True,CWE-863,CWE-863,CWE-863,,,True,True,1.0,1.0,1.0
CVE-2022-27669,True,True,CWE-862,CWE-862,CWE-862,,,True,True,1.0,1.0,1.0
CVE-2022-27671,True,True,CWE-201,CWE-201,CWE-201,,,True,True,1.0,1.0,1.0
CVE-2022-27673,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-27772,True,True,CWE-377;CWE-379,CWE-379;CWE-377,,CWE-377;CWE-379,CWE-379;CWE-377,False,False,0.0,0.0,0
CVE-2022-27774,True,True,CWE-319;CWE-522,CWE-319;CWE-522,,CWE-319;CWE-522,CWE-522;CWE-319,False,False,0.0,0.0,0
CVE-2022-27779,True,True,CWE-201;CWE-162,CWE-201;CWE-162,,CWE-201;CWE-162,CWE-201;CWE-162,False,False,0.0,0.0,0
CVE-2022-2778,True,True,CWE-307;CWE-158,CWE-307;CWE-158,,CWE-307;CWE-158,CWE-307;CWE-158,False,False,0.0,0.0,0
CVE-2022-27803,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-27806,True,True,CWE-77,CWE-77,CWE-77,,,True,True,1.0,1.0,1.0
CVE-2022-27807,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-27808,True,True,CWE-691,CWE-691,CWE-691,,,True,True,1.0,1.0,1.0
CVE-2022-2781,True,True,CWE-327,CWE-327,CWE-327,,,True,True,1.0,1.0,1.0
CVE-2022-27810,True,True,CWE-674,CWE-674,CWE-674,,,True,True,1.0,1.0,1.0
CVE-2022-27814,True,True,CWE-204,CWE-204,CWE-204,,,True,True,1.0,1.0,1.0
CVE-2022-27818,True,True,CWE-379,CWE-379,CWE-379,,,True,True,1.0,1.0,1.0
CVE-2022-27819,True,True,CWE-789,CWE-789,CWE-789,,,True,True,1.0,1.0,1.0
CVE-2022-27822,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-27826,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-27827,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-27828,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-27829,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-2783,True,True,CWE-352,CWE-352,CWE-352,,,True,True,1.0,1.0,1.0
CVE-2022-27830,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-27833,True,True,CWE-20,CWE-20,CWE-20,,,True,True,1.0,1.0,1.0
CVE-2022-27835,True,True,CWE-787;CWE-20,CWE-20;CWE-787,,CWE-787;CWE-20,CWE-20;CWE-787,False,False,0.0,0.0,0
CVE-2022-27836,True,True,CWE-22;CWE-20,CWE-20;CWE-22,,CWE-22;CWE-20,CWE-20;CWE-22,False,False,0.0,0.0,0
CVE-2022-27838,True,True,CWE-284,CWE-284,CWE-284,,,True,True,1.0,1.0,1.0
CVE-2022-27839,True,True,CWE-287,CWE-287,CWE-287,,,True,True,1.0,1.0,1.0
CVE-2022-27840,True,True,CWE-269,CWE-269,CWE-269,,,True,True,1.0,1.0,1.0
